ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-03-14,225.32670899397343,207.51546311470346,228.2410155376888,225.32670899397343,225.32670899397343,-7.4164220830922725,-7.4164220830922725,-7.4164220830922725,2.1298425550854923,2.1298425550854923,2.1298425550854923,-9.546264638177766,-9.546264638177766,-9.546264638177766,0.0,0.0,0.0,217.91028691088115
2025-03-17,225.51208060599586,207.6356945940301,228.4320186304596,225.51208060599586,225.51208060599586,-7.132805060385424,-7.132805060385424,-7.132805060385424,2.343608478330323,2.343608478330323,2.343608478330323,-9.476413538715747,-9.476413538715747,-9.476413538715747,0.0,0.0,0.0,218.37927554561043
2025-03-18,225.57387114333667,207.86791939512852,228.66110716432604,225.57387114333667,225.57387114333667,-7.154999011732332,-7.154999011732332,-7.154999011732332,2.2533304575823228,2.2533304575823228,2.2533304575823228,-9.408329469314655,-9.408329469314655,-9.408329469314655,0.0,0.0,0.0,218.41887213160433
2025-03-19,225.63566168067752,208.08352955973007,228.57586785583663,225.63566168067752,225.63566168067752,-7.208620214435229,-7.208620214435229,-7.208620214435229,2.1219218799750266,2.1219218799750266,2.1219218799750266,-9.330542094410255,-9.330542094410255,-9.330542094410255,0.0,0.0,0.0,218.4270414662423
2025-03-20,225.69745221801833,207.96571071610458,228.9365802415204,225.69745221801833,225.69745221801833,-7.299800841518162,-7.299800841518162,-7.299800841518162,1.950853496153567,1.950853496153567,1.950853496153567,-9.25065433767173,-9.25065433767173,-9.25065433767173,0.0,0.0,0.0,218.39765137650016
2025-03-21,225.75924275535914,208.99879693798985,228.20855248332833,225.75924275535914,225.75924275535914,-7.046167211444239,-7.046167211444239,-7.046167211444239,2.1298425550859927,2.1298425550859927,2.1298425550859927,-9.176009766530232,-9.176009766530232,-9.176009766530232,0.0,0.0,0.0,218.7130755439149
2025-03-24,225.94461436738158,209.26863265700487,228.9888087285331,225.94461436738158,225.94461436738158,-6.706008693532639,-6.706008693532639,-6.706008693532639,2.3436084783300672,2.3436084783300672,2.3436084783300672,-9.049617171862707,-9.049617171862707,-9.049617171862707,0.0,0.0,0.0,219.23860567384892
2025-03-25,226.00640490472242,208.82123780345913,230.2715536416006,226.00640490472242,226.00640490472242,-6.805223044069183,-6.805223044069183,-6.805223044069183,2.2533304575800432,2.2533304575800432,2.2533304575800432,-9.058553501649227,-9.058553501649227,-9.058553501649227,0.0,0.0,0.0,219.20118186065324
2025-03-26,226.0681954420632,208.5632392089444,229.4721262995379,226.0681954420632,226.0681954420632,-6.978216880486398,-6.978216880486398,-6.978216880486398,2.1219218799757322,2.1219218799757322,2.1219218799757322,-9.10013876046213,-9.10013876046213,-9.10013876046213,0.0,0.0,0.0,219.0899785615768
2025-03-27,226.129985979404,209.224334658217,228.34896959975978,226.129985979404,226.129985979404,-7.2262996517065625,-7.2262996517065625,-7.2262996517065625,1.9508534961558068,1.9508534961558068,1.9508534961558068,-9.177153147862368,-9.177153147862368,-9.177153147862368,0.0,0.0,0.0,218.90368632769744
